Sub_Department,Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17
Cardiology Department,hypertension,I have headache,I have chest_pain,I have dizziness,I have loss_of_balance,I have lack_of_concentration,I don't have itchy nose,I don't have changes in voice,I don't have difficulty walking,I don't have muscle aches,I don't have sunken eyes,I don't have rash,I don't have nausea,I don’t have short of breath,I don't have memory problems,I don't have weight loss,I don't have fractures,I don't have skin dimpling
Cardiology Department,hypertension,I have headache,I have chest_pain,I have dizziness,I have loss_of_balance,I have lack_of_concentration,I don't have itchy nose,I don't have changes in voice,I don't have difficulty walking,I don't have muscle aches,I don't have sunken eyes,I don't have rash,I don't have nausea,I don’t have short of breath,I don't have memory problems,I don't have weight loss,I don't have fractures,I don't have skin dimpling
Cardiology Department,hypertension,I have headache,I have chest_pain,I have dizziness,I have loss_of_balance,I have lack_of_concentration,I don't have itchy nose,I don't have changes in voice,I don't have difficulty walking,I don't have muscle aches,I don't have sunken eyes,I don't have rash,I don't have nausea,I don’t have short of breath,I don't have memory problems,I don't have weight loss,I don't have fractures,I don't have skin dimpling
Cardiology Department,hypertension,I have headache,I have chest_pain,I have dizziness,I have loss_of_balance,I have lack_of_concentration,I don't have itchy nose,I don't have changes in voice,I don't have difficulty walking,I don't have muscle aches,I don't have sunken eyes,I don't have rash,I don't have nausea,I don’t have short of breath,I don't have memory problems,I don't have weight loss,I don't have fractures,I don't have skin dimpling
Cardiology Department,hypertension,I have headache,I have chest_pain,I have dizziness,I have loss_of_balance,I have lack_of_concentration,I don't have itchy nose,I don't have changes in voice,I don't have difficulty walking,I don't have muscle aches,I don't have sunken eyes,I don't have rash,I don't have nausea,I don’t have short of breath,I don't have memory problems,I don't have weight loss,I don't have fractures,I don't have skin dimpling
Cardiology Department,hypertension,I have headache,I have chest_pain,I have dizziness,I have loss_of_balance,I have lack_of_concentration,I don't have itchy nose,I don't have changes in voice,I don't have difficulty walking,I don't have muscle aches,I don't have sunken eyes,I don't have rash,I don't have nausea,I don’t have short of breath,I don't have memory problems,I don't have weight loss,I don't have fractures,I don't have skin dimpling
Cardiology Department,hypertension,I have headache,I have chest_pain,I have dizziness,I have loss_of_balance,I have lack_of_concentration,I don't have itchy nose,I don't have changes in voice,I don't have difficulty walking,I don't have muscle aches,I don't have sunken eyes,I don't have rash,I don't have nausea,I don’t have short of breath,I don't have memory problems,I don't have weight loss,I don't have fractures,I don't have skin dimpling
Cardiology Department,hypertension,I have headache,I have chest_pain,I have dizziness,I have loss_of_balance,I have lack_of_concentration,I don't have itchy nose,I don't have changes in voice,I don't have difficulty walking,I don't have muscle aches,I don't have sunken eyes,I don't have rash,I don't have nausea,I don’t have short of breath,I don't have memory problems,I don't have weight loss,I don't have fractures,I don't have skin dimpling
Cardiology Department,hypertension,I have headache,I have chest_pain,I have dizziness,I have loss_of_balance,I have lack_of_concentration,I don't have itchy nose,I don't have changes in voice,I don't have difficulty walking,I don't have muscle aches,I don't have sunken eyes,I don't have rash,I don't have nausea,I don’t have short of breath,I don't have memory problems,I don't have weight loss,I don't have fractures,I don't have skin dimpling
Cardiology Department,hypertension,I have headache,I have chest_pain,I have dizziness,I have loss_of_balance,I have lack_of_concentration,I don't have itchy nose,I don't have changes in voice,I don't have difficulty walking,I don't have muscle aches,I don't have sunken eyes,I don't have rash,I don't have nausea,I don’t have short of breath,I don't have memory problems,I don't have weight loss,I don't have fractures,I don't have skin dimpling
Cardiology Department,hypertension,I have headache,I have chest_pain,I have dizziness,I have loss_of_balance,I have lack_of_concentration,I don't have itchy nose,I don't have changes in voice,I don't have difficulty walking,I don't have muscle aches,I don't have sunken eyes,I don't have rash,I don't have nausea,I don’t have short of breath,I don't have memory problems,I don't have weight loss,I don't have fractures,I don't have skin dimpling
Cardiology Department,hypertension,I have headache,I have chest_pain,I have dizziness,I have loss_of_balance,I have lack_of_concentration,I don't have itchy nose,I don't have changes in voice,I don't have difficulty walking,I don't have muscle aches,I don't have sunken eyes,I don't have rash,I don't have nausea,I don’t have short of breath,I don't have memory problems,I don't have weight loss,I don't have fractures,I don't have skin dimpling
Cardiology Department,hypertension,I have headache,I have chest_pain,I have dizziness,I have loss_of_balance,I have lack_of_concentration,I don't have itchy nose,I don't have changes in voice,I don't have difficulty walking,I don't have muscle aches,I don't have sunken eyes,I don't have rash,I don't have nausea,I don’t have short of breath,I don't have memory problems,I don't have weight loss,I don't have fractures,I don't have skin dimpling
Cardiology Department,hypertension,I have headache,I have chest_pain,I have dizziness,I have loss_of_balance,I have lack_of_concentration,I don't have itchy nose,I don't have changes in voice,I don't have difficulty walking,I don't have muscle aches,I don't have sunken eyes,I don't have rash,I don't have nausea,I don’t have short of breath,I don't have memory problems,I don't have weight loss,I don't have fractures,I don't have skin dimpling
Neurology Department,Migraine,I have acidity,I have indigestion,I have headache,I have blurred_and_distorted_vision,I have excessive_hunger,I have stiff_neck,I have depression,I have irritability,I have visual_disturbances,I don't have blister,I don't have palpitations,I don't have stomach bleeding,I don't have mucoid_sputum,I don't have belly_pain,I don't have internal_itching,I don't have swelling_joints,I don't have cramps
Neurology Department,Migraine,I have acidity,I have indigestion,I have headache,I have blurred_and_distorted_vision,I have excessive_hunger,I have stiff_neck,I have depression,I have irritability,I have visual_disturbances,I don't have blister,I don't have palpitations,I don't have stomach bleeding,I don't have mucoid_sputum,I don't have belly_pain,I don't have internal_itching,I don't have swelling_joints,I don't have cramps
Neurology Department,Migraine,I have acidity,I have indigestion,I have headache,I have blurred_and_distorted_vision,I have excessive_hunger,I have stiff_neck,I have depression,I have irritability,I have visual_disturbances,I don't have blister,I don't have palpitations,I don't have stomach bleeding,I don't have mucoid_sputum,I don't have belly_pain,I don't have internal_itching,I don't have swelling_joints,I don't have cramps
Neurology Department,Migraine,I have acidity,I have indigestion,I have headache,I have blurred_and_distorted_vision,I have excessive_hunger,I have stiff_neck,I have depression,I have irritability,I have visual_disturbances,I don't have blister,I don't have palpitations,I don't have stomach bleeding,I don't have mucoid_sputum,I don't have belly_pain,I don't have internal_itching,I don't have swelling_joints,I don't have cramps
Neurology Department,Migraine,I have acidity,I have indigestion,I have headache,I have blurred_and_distorted_vision,I have excessive_hunger,I have stiff_neck,I have depression,I have irritability,I have visual_disturbances,I don't have blister,I don't have palpitations,I don't have stomach bleeding,I don't have mucoid_sputum,I don't have belly_pain,I don't have internal_itching,I don't have swelling_joints,I don't have cramps
Neurology Department,Migraine,I have acidity,I have indigestion,I have headache,I have blurred_and_distorted_vision,I have excessive_hunger,I have stiff_neck,I have depression,I have irritability,I have visual_disturbances,I don't have blister,I don't have palpitations,I don't have stomach bleeding,I don't have mucoid_sputum,I don't have belly_pain,I don't have internal_itching,I don't have swelling_joints,I don't have cramps
